intensidad_media,mediana,desviacion_std,varianza,asimetria,curtosis,p10,p90,rango,homogeneidad,energia,contraste,correlacion,entropia,lbp_entropia,lbp_energia,area,circularidad,compacidad,solidez,excentricidad,extension,Clase
0.227713,0.2244094,0.07577586,0.005741981,3.19969,24.68074,0.1535433,0.2992126,0.1456693,0.9455487,0.3193022,0.3547112,0.9231478,5.938538,2.800672,0.1682173,9733,0.980549,1.019837,0.984424,0.4212036,0.8054452,2
0.09592374,0.01229508,0.1859718,0.03458549,2.515405,8.515578,0.01229508,0.352459,0.3401639,0.9864018,0.4223144,0.1051908,0.9855821,3.85411,2.337695,0.2847754,51276,0.7761679,1.288381,0.9282404,0.6859449,0.6026374,2
0.2720622,0.2701613,0.08811221,0.007763762,0.503492,3.992873,0.1612903,0.3830645,0.2217742,0.9591926,0.3024364,0.165917,0.9644573,6.456612,2.812015,0.1687917,53815,0.9149708,1.092931,0.9794875,0.6739831,0.7466839,2
0.05079338,0.01568628,0.08188329,0.006704873,3.719824,24.04969,0.003921569,0.1333333,0.1294118,0.9910445,0.5801932,0.08368881,0.9859672,4.564184,2.220046,0.3112226,88807,0.8914804,1.12173,0.9536117,0.5476767,0.7506931,2
0.1252855,0.1133603,0.07305562,0.005337123,7.07434,61.8648,0.09311741,0.1417004,0.048583,0.9847473,0.5861948,0.1815877,0.9687464,4.444212,2.924916,0.1469275,39401,0.9554469,1.046631,0.9919938,0.6211237,0.7627427,2
0.3645864,0.3176471,0.1879776,0.03533559,1.467862,5.052414,0.1803922,0.6196079,0.4392157,0.9402059,0.2570223,0.1999355,0.9584958,7.208779,2.680449,0.1936158,10174,0.7107082,1.407047,0.9469472,0.9209766,0.6682869,1
0.2481621,0.2096774,0.1478541,0.02186083,2.061088,7.999308,0.1209677,0.4233871,0.3024194,0.9373909,0.2889984,0.354571,0.9278398,6.676431,2.82254,0.1628937,11968,0.9366084,1.067682,0.9882742,0.7593156,0.789967,2
0.2012072,0.1926229,0.06948135,0.004827658,3.285035,26.71888,0.1352459,0.2745902,0.1393443,0.9227043,0.3953258,0.8241656,0.8426191,5.632843,2.885466,0.1560341,1523,0.9109935,1.097703,0.9762821,0.7725693,0.7911688,1
0.09719405,0.08627451,0.08923388,0.007962686,5.471334,44.33278,0.03137255,0.1529412,0.1215686,0.9706728,0.4934058,0.4668445,0.9356517,5.5786,2.852638,0.1593079,4937,0.7954369,1.257171,0.958827,0.8596178,0.6520935,2
0.1118085,0.07058824,0.1192917,0.01423051,2.216963,8.64558,0.01960784,0.2627451,0.2431373,0.9897839,0.5253336,0.06332485,0.9879997,6.114714,2.778436,0.1678083,140172,0.9582424,1.043577,0.9899572,0.4896541,0.7867053,2
0.4981188,0.503937,0.1506257,0.02268811,-0.08317803,2.443922,0.2992126,0.6889764,0.3897638,0.9565968,0.2695522,0.1582682,0.9391782,7.256605,2.688773,0.1890752,42900,0.9640942,1.037243,0.9913574,0.5513386,0.811716,2
0.2192163,0.2096774,0.111861,0.01251287,1.235946,7.004159,0.08467742,0.3467742,0.2620968,0.9585128,0.3027065,0.2135753,0.9603586,6.656308,2.675296,0.1908351,25336,0.9425398,1.060963,0.9879894,0.6923936,0.7429041,1
0.2959044,0.2666667,0.1508458,0.02275446,0.6126953,2.915505,0.1176471,0.5058824,0.3882353,0.9539441,0.2517935,0.1825543,0.9588377,7.199069,2.755937,0.1809336,40170,0.8849172,1.130049,0.9819595,0.7667246,0.7835909,2
0.3393175,0.3137255,0.1321803,0.01747163,1.175787,4.818422,0.2,0.5215687,0.3215686,0.9570121,0.2910501,0.1808262,0.9594396,6.944496,2.832695,0.1646645,54665,0.8330829,1.200361,0.9467768,0.697008,0.7135491,2
0.2745895,0.2588235,0.1136614,0.01291891,0.8218898,4.292549,0.1490196,0.427451,0.2784314,0.9525664,0.2702673,0.2185273,0.9557708,6.803078,2.666289,0.1954431,19390,0.9804434,1.019947,0.988378,0.4715975,0.7402176,1
0.3186443,0.3019608,0.1724381,0.02973488,0.7880756,3.728309,0.1058824,0.5450981,0.4392157,0.9585332,0.2483961,0.1578402,0.9659459,7.374168,2.669285,0.1962464,44552,0.8743065,1.143764,0.9840744,0.7656044,0.7450666,1
0.2326251,0.2098765,0.1906444,0.03634529,0.7632493,2.974005,0.0164609,0.5020576,0.4855967,0.9639519,0.3005922,0.2012991,0.9483615,7.005996,2.701746,0.1787926,46667,0.9592965,1.042431,0.9892526,0.5341972,0.8489694,2
0.3924514,0.372549,0.1445862,0.02090517,0.9006181,4.103895,0.2235294,0.5803922,0.3568628,0.9389468,0.2836022,0.1823992,0.9493678,7.131114,2.626903,0.2037154,24994,0.9392372,1.064694,0.9880614,0.7145149,0.7719916,2
0.2384861,0.1885246,0.2100953,0.04414005,0.745094,2.510016,0.02459016,0.557377,0.5327869,0.9676448,0.2856119,0.1462114,0.9674335,6.985398,2.716446,0.176265,73002,0.9918613,1.008206,0.9947945,0.4383103,0.8131663,2
0.1493142,0.1338912,0.08409614,0.007072161,1.389656,6.883525,0.05857741,0.2594142,0.2008368,0.9750197,0.4643912,0.1779096,0.9696121,6.181049,2.630779,0.1944162,41517,0.9567653,1.045188,0.986152,0.6065148,0.7470446,3
0.1111645,0.09019608,0.09180536,0.008428224,3.077372,19.04525,0.03529412,0.2039216,0.1686275,0.9817885,0.5406165,0.1826433,0.9702597,6.005692,2.850299,0.1596242,19508,0.9560407,1.045981,0.9897514,0.5874192,0.7391074,2
0.1505306,0.127572,0.08836901,0.007809082,3.139245,22.9084,0.07407407,0.2510288,0.1769547,0.980379,0.4598241,0.1670842,0.9741709,5.952284,2.792408,0.166601,37426,0.8759727,1.141588,0.9774098,0.7252822,0.7038667,2
0.171133,0.1244813,0.1664594,0.02770873,1.124816,3.732727,0.01244813,0.4356847,0.4232365,0.97869,0.360615,0.1195869,0.9804923,6.244695,2.703296,0.1802161,69428,0.8014387,1.247756,0.9539565,0.6925021,0.7025703,2
0.09586906,0.07272727,0.08587483,0.007374485,2.92083,14.50585,0.03181818,0.1818182,0.15,0.9828398,0.5153412,0.1749673,0.9725462,5.50473,2.829749,0.1647777,18773,0.8644016,1.15687,0.9628661,0.7639841,0.7205143,2
0.1147615,0.05882353,0.1659569,0.02754169,2.636836,10.71307,0.003921569,0.2941177,0.2901961,0.9857864,0.4286636,0.08043551,0.9888614,6.003403,2.64267,0.1899771,58677,0.8271579,1.208959,0.9764365,0.8593448,0.621427,2
0.2870555,0.2627451,0.1396874,0.01951256,1.183383,5.128724,0.1372549,0.4627451,0.3254902,0.9637146,0.2699162,0.1276949,0.9758292,7.030095,2.708547,0.1876172,47743,0.9031006,1.107296,0.9890413,0.7437224,0.7046937,2
0.1901937,0.1714286,0.0930431,0.00865702,1.544088,7.315758,0.09387755,0.3061225,0.2122449,0.9692919,0.3780068,0.1805353,0.9692774,6.314269,2.715555,0.182717,31663,0.7669489,1.303868,0.9590489,0.8452044,0.7302352,2
0.1846417,0.168,0.0960177,0.009219398,1.794365,9.142688,0.084,0.296,0.212,0.9724882,0.3777565,0.1441811,0.9800798,6.385495,2.894238,0.1548952,38112,0.7228876,1.383341,0.9418277,0.8906221,0.573018,2
0.09306888,0.05098039,0.1126434,0.01268854,2.220194,9.044764,0.007843138,0.2431373,0.2352941,0.9897858,0.567893,0.06453558,0.9862878,5.883782,2.49732,0.2398445,192197,0.8745262,1.143476,0.9728538,0.7781966,0.8186678,2
0.1932022,0.1576764,0.1652107,0.02729457,1.247022,4.306034,0.02489627,0.4315353,0.406639,0.9743561,0.3517683,0.1320019,0.9748842,6.827034,2.751334,0.1716612,87319,0.9738529,1.026849,0.9914389,0.5143532,0.7709879,2
0.08927806,0.07172996,0.07204079,0.005189875,3.722635,23.11241,0.03375527,0.1476793,0.113924,0.9737498,0.6326711,0.3948066,0.9164479,5.335736,2.881472,0.1549351,5280,0.9751964,1.025434,0.9832402,0.3870933,0.8261618,2
0.7001736,0.7283465,0.1575696,0.02482817,-0.6776726,2.982783,0.472441,0.8818898,0.4094488,0.9477319,0.2360966,0.1643533,0.9073938,7.226792,2.745691,0.1780511,13008,0.9875916,1.012564,0.9897284,0.5134421,0.7476292,2
0.1770144,0.156,0.06856599,0.004701295,2.240296,13.6332,0.116,0.272,0.156,0.9803359,0.4847469,0.1376532,0.9725804,5.647939,2.847378,0.156841,54497,0.9328251,1.072012,0.9820164,0.6181809,0.7975793,2
0.1748845,0.1659919,0.09428491,0.008889644,2.865381,20.93977,0.07692308,0.2672065,0.1902834,0.9591447,0.3807791,0.3805365,0.945097,6.229642,2.612259,0.1981206,7039,0.7292162,1.371336,0.8744099,0.4876314,0.6445971,3
0.3454617,0.3253968,0.1175907,0.01382756,1.113083,5.385419,0.2103175,0.4960317,0.2857143,0.9492213,0.3259012,0.2901444,0.9312618,6.734232,2.893107,0.157603,7774,0.8896198,1.124076,0.973088,0.8012762,0.7230283,1
0.2455155,0.2352941,0.1181669,0.01396341,0.5623397,3.697599,0.09803922,0.4039216,0.3058824,0.9684618,0.314542,0.1453003,0.9648377,6.89987,2.729276,0.1774448,113585,0.974536,1.026129,0.9907368,0.3582003,0.818607,2
0.3437582,0.3411765,0.08019857,0.006431811,0.7314261,5.978775,0.2470588,0.4392157,0.1921569,0.9773124,0.4895675,0.09507435,0.973303,6.343766,2.820483,0.167321,80244,0.9545866,1.047574,0.9943618,0.6990845,0.7636467,2
0.2625804,0.2480315,0.1332015,0.01774264,0.8951423,4.335125,0.1062992,0.4409449,0.3346457,0.9555919,0.2710013,0.1801598,0.9631305,7.007955,2.644999,0.1973067,26732,0.9704623,1.030437,0.9889386,0.5919109,0.7563591,2
0.3259367,0.3215686,0.07725631,0.005968538,1.355053,10.14317,0.2392157,0.4117647,0.172549,0.9678646,0.4205047,0.1830512,0.9579082,6.209331,2.791329,0.1719999,18348,0.8343706,1.198508,0.9439242,0.768744,0.6803367,1
0.2608398,0.1568628,0.2296198,0.05272523,1.423842,4.150131,0.07058824,0.6392157,0.5686275,0.9807907,0.307528,0.06226221,0.9902264,7.159086,2.837691,0.1606072,173297,0.6839506,1.462094,0.9283403,0.899169,0.6518061,2
0.08112802,0.05098039,0.1196036,0.01430502,3.945613,21.87186,0.003921569,0.1568628,0.1529412,0.9818895,0.517586,0.1670068,0.9746417,5.591921,2.846087,0.1615161,23435,0.8589377,1.164229,0.9661925,0.7478243,0.7072368,2
0.1619461,0.1146245,0.1598128,0.02554013,1.608993,5.942548,0.01185771,0.3913043,0.3794466,0.9817838,0.4086439,0.07527298,0.98623,6.448176,2.772993,0.1701236,133112,0.9281591,1.077402,0.9809068,0.5122694,0.7663327,2
0.402353,0.4,0.1283281,0.01646811,0.1331297,3.36643,0.2431373,0.5607843,0.3176471,0.9584411,0.3274308,0.1668653,0.9479586,7.062887,2.711273,0.1875279,52349,0.9744305,1.02624,0.9878661,0.4091347,0.7956743,2
0.08776698,0.0483871,0.1145986,0.01313284,2.707533,11.70151,0.01209677,0.2217742,0.2096774,0.9859398,0.511691,0.101683,0.9830737,5.769856,2.775496,0.1697719,97225,0.7702985,1.298198,0.9354404,0.7831867,0.7423909,2
0.3132673,0.2980392,0.1343551,0.01805128,1.871046,9.837609,0.1686275,0.4509804,0.282353,0.95999,0.3101175,0.1599155,0.9649535,6.863001,2.686358,0.1874628,36594,0.9328502,1.071983,0.980862,0.6539561,0.7373511,2
0.2682691,0.2313726,0.1230093,0.0151313,1.160604,4.328896,0.1411765,0.4509804,0.3098039,0.9727986,0.2875064,0.1116464,0.9794883,6.654626,2.853823,0.1583099,88639,0.7966637,1.255235,0.9580109,0.8103652,0.7150267,2
0.2676293,0.244898,0.1270286,0.01613627,1.31615,6.150334,0.1346939,0.4244898,0.2897959,0.946282,0.2658032,0.2487191,0.9465025,6.827252,2.692163,0.1902492,25333,0.9664887,1.034673,0.989841,0.5870448,0.7807261,1
0.1067649,0.08571429,0.06567252,0.004312881,1.668304,6.89527,0.04489796,0.1959184,0.1510204,0.990267,0.4684206,0.08760893,0.9885895,5.672939,2.74397,0.1761602,83694,0.7250556,1.379205,0.9232551,0.8574952,0.5746833,2
0.2490826,0.2409639,0.0882746,0.007792404,0.3244697,3.58216,0.1485944,0.3694779,0.2208835,0.9669908,0.3110172,0.1443939,0.967756,6.466716,2.736099,0.176946,100823,0.9135754,1.0946,0.9796154,0.6846274,0.7914453,2
0.06414318,0.02564103,0.08463483,0.007163055,2.399152,10.97327,0.008547009,0.1837607,0.1752137,0.9919653,0.4936703,0.08355692,0.9883431,4.827916,2.287178,0.2816585,96584,0.7611869,1.313738,0.8985896,0.6371479,0.6491646,2
0.4831044,0.486166,0.09310251,0.008668078,-0.1152939,3.208509,0.3636364,0.5968379,0.2332016,0.9441293,0.2745637,0.2022589,0.9307192,6.580373,2.79511,0.1718945,16827,0.9253389,1.080685,0.9870945,0.7220871,0.739876,3
0.5572863,0.5854701,0.1476157,0.02179041,-0.4314247,2.540778,0.3376068,0.7307692,0.3931624,0.9676412,0.3069613,0.09352419,0.9600372,7.07683,2.62557,0.1985486,105702,0.8733097,1.145069,0.9690319,0.5531293,0.7790824,2
0.2307638,0.2117647,0.1409566,0.01986876,0.8845519,4.257901,0.06666667,0.4196078,0.3529412,0.9610667,0.2894456,0.1766524,0.9690263,7.048027,2.704173,0.1883286,33670,0.8885086,1.125481,0.9894502,0.8175401,0.7069371,1
0.1572839,0.1496063,0.07657047,0.005863037,2.004026,12.5078,0.07480315,0.2362205,0.1614173,0.9821202,0.5482296,0.08765238,0.9831581,6.090479,2.788443,0.1720194,106650,0.9724794,1.028299,0.9938681,0.6005816,0.7919359,2
0.4486878,0.3975904,0.236615,0.05598666,0.4219929,1.973074,0.1686747,0.811245,0.6425703,0.9398863,0.1762568,0.2669015,0.9356777,7.666955,2.584706,0.2003889,20470,0.9417718,1.061828,0.981963,0.5841916,0.7675003,2
0.1972364,0.1957447,0.07799852,0.006083768,0.7171669,4.216358,0.1021277,0.293617,0.1914894,0.9769826,0.3499702,0.1324171,0.9791099,6.102678,2.827322,0.161792,60625,0.8296915,1.205267,0.9439177,0.3369298,0.6759092,2
0.2583325,0.2156863,0.1347406,0.01815503,2.266229,10.99067,0.1411765,0.4352941,0.2941177,0.9637555,0.2956156,0.1973836,0.9659495,6.526078,2.750088,0.1783442,13378,0.8834257,1.131957,0.9767102,0.7922276,0.7058141,1
0.3010771,0.2901961,0.1405108,0.01974328,0.9445327,4.431028,0.1372549,0.4745098,0.3372549,0.9684501,0.2911442,0.1508276,0.9731225,7.071382,2.754204,0.1785918,46817,0.6613238,1.512119,0.8943588,0.7615229,0.6089699,2
0.319626,0.2862745,0.3026353,0.09158812,0.3496354,1.641001,0.003921569,0.7490196,0.7450981,0.9768225,0.2353446,0.09276721,0.9810156,6.44297,2.518279,0.2073832,203042,0.9497591,1.052899,0.9854925,0.4563377,0.7825108,2
0.3423361,0.3372549,0.1687749,0.02848498,0.4164856,3.491338,0.1137255,0.5529412,0.4392157,0.9606349,0.2644574,0.1361732,0.9715909,7.394722,2.670848,0.1934638,66146,0.6066642,1.648358,0.9236204,0.7687428,0.6812714,3
0.1158033,0.07142857,0.1429343,0.02043021,2.684638,11.23265,0.01190476,0.265873,0.2539683,0.9610602,0.418776,0.3586003,0.9492219,6.140239,2.805339,0.1665393,5909,0.7041811,1.420089,0.8619986,0.8039953,0.6468528,2
0.06548544,0.0334728,0.08399151,0.007054573,3.877383,27.76649,0.008368201,0.1548117,0.1464435,0.9917092,0.4783417,0.0999146,0.9871984,5.122655,2.441798,0.2388409,80658,0.5815879,1.719431,0.829192,0.8857342,0.5562774,2
0.09202272,0.07058824,0.07926148,0.006282382,3.582912,21.82432,0.03529412,0.1764706,0.1411765,0.989948,0.5831195,0.06835816,0.9875051,5.418371,2.806425,0.1651264,130861,0.8325748,1.201093,0.9731469,0.6690708,0.7788789,1
0.1962185,0.1572581,0.1345979,0.0181166,2.704811,11.53646,0.09677419,0.3346774,0.2379032,0.9663486,0.3768929,0.2675453,0.9629285,6.285112,2.834855,0.1668387,10402,0.7765439,1.287757,0.9838268,0.8977866,0.5881821,1
0.09344966,0.07843138,0.06697571,0.004485745,2.074844,11.24121,0.03137255,0.172549,0.1411765,0.9872078,0.5829647,0.153413,0.9736001,5.787949,2.768431,0.1713907,35060,0.9657248,1.035492,0.9881345,0.5028676,0.7605536,2
0.2072121,0.2103175,0.08228143,0.006770234,1.040536,10.64197,0.09920635,0.2936508,0.1944444,0.9619198,0.3175476,0.1621898,0.9711052,6.282058,2.718058,0.1806181,82473,0.798931,1.251673,0.9436378,0.7140722,0.730386,2
0.3455394,0.3385827,0.1554034,0.0241502,0.2304455,2.605135,0.1338583,0.5551181,0.4212599,0.9712601,0.2794909,0.1180827,0.9766998,7.300872,2.704184,0.187459,42987,0.615679,1.624223,0.8789719,0.829421,0.6124202,3
0.4146286,0.4117647,0.1063676,0.01131406,0.620029,4.887809,0.2862745,0.5411765,0.254902,0.9688945,0.3756789,0.09460016,0.97038,6.716586,2.86892,0.1593915,128796,0.869082,1.150639,0.9506292,0.706585,0.7646766,2
0.2625087,0.2459677,0.1570476,0.02466395,0.5885904,3.086245,0.06451613,0.4758064,0.4112903,0.9673327,0.2762602,0.1118004,0.9760095,7.1904,2.729089,0.1822264,140285,0.9811851,1.019176,0.9946539,0.471182,0.7770128,2
0.4131357,0.4039216,0.1048979,0.01100356,0.5972648,4.540929,0.2980392,0.5411765,0.2431373,0.9712711,0.3670402,0.09964224,0.975684,6.72237,2.794364,0.1726421,42774,0.7429846,1.345923,0.9072475,0.8085444,0.6208128,3
0.3231905,0.336,0.1628876,0.02653236,-0.07271979,2.286805,0.092,0.532,0.44,0.973169,0.2656188,0.1273075,0.9743829,7.281239,2.64118,0.1985209,50935,0.660894,1.513102,0.9274061,0.8237316,0.6857901,3
0.1954031,0.2,0.08611454,0.007415714,1.229899,8.666941,0.08627451,0.2745098,0.1882353,0.9667707,0.3788233,0.1573161,0.9714715,6.293603,2.876429,0.1581781,54190,0.9303108,1.07491,0.9831634,0.6204061,0.7565266,2
0.3123258,0.3098039,0.1184144,0.01402197,0.3017988,3.21788,0.1568628,0.4627451,0.3058824,0.9727831,0.323702,0.124889,0.9768713,6.907109,2.831378,0.1665451,33436,0.7726119,1.294311,0.9621593,0.8767257,0.5977973,2
0.1867614,0.1769547,0.1028118,0.01057026,0.7824568,4.624606,0.0617284,0.3168724,0.255144,0.9495275,0.3599259,0.4329124,0.906982,6.41155,2.772329,0.1751947,2603,0.9254335,1.080575,0.9785714,0.7878439,0.8147105,2
0.3604913,0.3686275,0.1728075,0.02986244,0.1024995,2.358223,0.1137255,0.5764706,0.4627451,0.9624005,0.2386442,0.1388968,0.9628624,7.352949,2.74118,0.1809657,61895,0.9054986,1.104364,0.9918594,0.8002203,0.8101652,2
0.08366106,0.03529412,0.1225425,0.01501666,2.805847,12.46464,0.003921569,0.2235294,0.2196078,0.9888546,0.5149781,0.07517136,0.9876558,5.517135,2.431608,0.2470085,78433,0.8808225,1.135302,0.973561,0.7298298,0.7378735,2
0.09873911,0.02788845,0.1560316,0.02434585,2.785539,12.03942,0.003984064,0.2669323,0.2629482,0.9867099,0.5256251,0.06263243,0.9882537,5.40429,2.412014,0.2580699,110152,0.8980758,1.113492,0.9656357,0.5831742,0.7887719,2
0.196083,0.1686275,0.1191546,0.01419781,2.127976,8.609135,0.09019608,0.3176471,0.227451,0.9748049,0.3817738,0.0985702,0.9850324,6.495268,2.704837,0.1837487,66779,0.8719798,1.146816,0.9735826,0.782666,0.6724975,2
0.3317409,0.3215686,0.1756331,0.030847,0.5131425,3.187548,0.1019608,0.5607843,0.4588235,0.9614151,0.3050826,0.1364156,0.9749694,7.443723,2.549274,0.2189637,23318,0.652911,1.531602,0.9187188,0.9370619,0.5280823,1
0.3062696,0.2941177,0.07348612,0.00540021,1.989529,12.69903,0.2313726,0.4,0.1686275,0.9607835,0.3857065,0.2286133,0.9526361,6.01698,2.871478,0.1622772,9408,0.7958017,1.256594,0.9367719,0.8346616,0.6078305,2
0.605478,0.6178862,0.1534967,0.02356122,-0.2042361,2.497569,0.398374,0.7926829,0.394309,0.9591655,0.4123799,0.2065988,0.9142745,7.183382,2.693169,0.1898053,4351,0.4732649,2.112982,0.8328867,0.9601768,0.3860692,2
0.3310191,0.3110236,0.09178325,0.008424165,2.179019,11.55624,0.2401575,0.4370079,0.1968504,0.9488223,0.4456429,0.2587478,0.923225,6.242236,2.888532,0.1584499,7697,0.990257,1.009839,0.9890773,0.5754163,0.7918724,2
0.2648473,0.2530612,0.1264495,0.01598947,0.4472515,2.436998,0.1102041,0.4408163,0.3306122,0.9682774,0.3060561,0.1678444,0.9726654,6.833294,2.684356,0.1896996,22713,0.7084051,1.411622,0.8742494,0.6249661,0.5747798,1
0.06051961,0.04313726,0.1092886,0.011944,4.784224,28.50639,0.003921569,0.08235294,0.07843138,0.9834169,0.5670164,0.1445498,0.975386,4.654603,2.223011,0.3156327,47149,0.8979709,1.113622,0.9831516,0.6294653,0.7586324,2
0.1975822,0.1803922,0.1240477,0.01538783,3.064162,16.54711,0.08627451,0.282353,0.1960784,0.9700997,0.4126484,0.1052361,0.9807302,6.457105,2.744014,0.1770538,94907,0.9485068,1.054289,0.9926576,0.7012112,0.7708496,2
0.4211047,0.4193548,0.1398924,0.01956987,0.01017212,2.192774,0.233871,0.6048387,0.3709677,0.9653049,0.2689751,0.1229184,0.9658739,7.10714,2.778076,0.1758628,150108,0.9050171,1.104952,0.9738609,0.663614,0.7316809,2
0.1274363,0.1176471,0.08133148,0.006614809,1.926157,9.437043,0.04313726,0.2196078,0.1764706,0.9879115,0.4669032,0.1329543,0.9813724,6.09896,2.755765,0.1762404,54043,0.6754234,1.480553,0.9262186,0.8369686,0.6450893,2
0.4779767,0.4752066,0.07896194,0.006234988,-0.05680567,4.742563,0.3884298,0.5743802,0.1859504,0.943041,0.2921169,0.2491138,0.9110248,6.223162,2.924738,0.1511922,11925,0.9877542,1.012398,0.99086,0.5937625,0.7763672,2
0.2646144,0.2627451,0.1087393,0.01182424,0.5272757,3.47415,0.1333333,0.3921569,0.2588235,0.9805,0.3228412,0.08462516,0.9800873,6.754731,2.779567,0.1707369,99955,0.8309056,1.203506,0.9619845,0.2600644,0.7978528,2
0.3408626,0.3215686,0.1022445,0.01045394,1.882715,9.444402,0.2431373,0.454902,0.2117647,0.9477355,0.4165929,0.308337,0.9153538,6.431173,2.84249,0.1668781,4860,0.9159954,1.091709,0.9832086,0.8003925,0.7637907,1
0.1627209,0.145098,0.1120271,0.01255007,1.493647,7.321458,0.03529412,0.2980392,0.2627451,0.96966,0.3997468,0.2303243,0.9636473,6.609813,2.698742,0.1897702,21402,0.9196441,1.087377,0.9689424,0.6228299,0.7027187,1
0.1481474,0.1294118,0.103138,0.01063745,4.158324,25.69745,0.07450981,0.2117647,0.1372549,0.9878121,0.5040979,0.08351373,0.9876738,5.881253,2.865638,0.1546039,66266,0.867611,1.15259,0.963785,0.7705861,0.6889217,2
0.3634282,0.3137255,0.2606873,0.06795785,0.4900672,2.16874,0.03921569,0.7647059,0.7254902,0.9652732,0.213987,0.1215463,0.9764383,7.755499,2.778177,0.1752857,84578,0.7137313,1.401087,0.9070416,0.873215,0.6912226,2
0.4243608,0.4189723,0.1448021,0.02096765,0.1819194,2.485101,0.2371542,0.6205534,0.3833992,0.9541364,0.2652893,0.1773755,0.9490456,7.201794,2.708465,0.188983,32537,0.8751088,1.142715,0.988606,0.8146378,0.7584382,2
0.1896593,0.1614173,0.1039051,0.01079627,1.855784,8.229495,0.09055118,0.3188976,0.2283465,0.9745432,0.375588,0.137874,0.9785609,6.414087,2.795638,0.1704794,40826,0.724371,1.380508,0.9341693,0.817872,0.6828575,2
0.07324491,0.03162055,0.1088619,0.01185092,2.681947,11.97286,0.003952569,0.2134387,0.2094862,0.9886928,0.5399597,0.08862586,0.9846475,5.247828,2.324313,0.2778735,75851,0.892868,1.119986,0.9753498,0.5238318,0.7591705,2
0.1102999,0.06666667,0.1287599,0.01657912,2.306617,9.89755,0.007843138,0.254902,0.2470588,0.98842,0.4939898,0.07619976,0.98738,6.114408,2.687371,0.1822529,108409,0.836211,1.19587,0.9482113,0.6496677,0.738652,2
0.5250025,0.5322581,0.157559,0.02482485,-0.08948378,2.602257,0.3129032,0.733871,0.4209677,0.9478565,0.2466623,0.1972885,0.9243948,7.311711,2.774936,0.1757682,40111,0.8967291,1.115164,0.9813809,0.7711616,0.7928329,2
0.1038745,0.0627451,0.1056247,0.01115657,1.876113,7.777018,0.01176471,0.254902,0.2431373,0.9873831,0.5209081,0.09669918,0.9812629,6.107918,2.779242,0.1669422,104204,0.8129328,1.230114,0.9637008,0.7700644,0.7920644,2
0.1203189,0.02352941,0.1913027,0.03659671,2.144836,7.190032,0.003921569,0.3921569,0.3882353,0.9849568,0.4552881,0.05991488,0.9893337,5.355852,2.416894,0.2543895,102746,0.8811435,1.134889,0.96744,0.6691352,0.7686657,2
0.4452747,0.4505929,0.144295,0.02082105,0.2749238,2.848591,0.256917,0.6324111,0.3754941,0.936946,0.2507949,0.2325617,0.9270867,7.161995,2.696048,0.1855501,9323,0.9306809,1.074482,0.9859349,0.7428467,0.7788638,2
0.1293621,0.08235294,0.1596267,0.02548068,3.101251,12.96145,0.02745098,0.2745098,0.2470588,0.9859932,0.5129339,0.07406726,0.9868426,5.877519,2.721654,0.1826837,120745,0.9527121,1.049635,0.9844359,0.5680944,0.7738477,2
0.5556262,0.5726141,0.1430454,0.02046197,-0.6922788,3.882481,0.3651452,0.7219917,0.3568465,0.9472635,0.3094338,0.2551006,0.8878138,7.047855,2.590277,0.2007018,16206,0.9481153,1.054724,0.9831352,0.2982567,0.7980892,2
0.1464183,0.09411765,0.1419496,0.02014969,3.191199,14.22657,0.06666667,0.2784314,0.2117647,0.9890931,0.4908195,0.05029453,0.9915656,5.825315,2.831039,0.1598308,133993,0.932122,1.072821,0.9756298,0.3155366,0.7473285,2
0.4090196,0.3764706,0.1655507,0.02740704,0.8044592,3.204551,0.227451,0.6760784,0.4486274,0.967748,0.2945519,0.09710122,0.9746273,7.279502,2.830631,0.1657623,124111,0.8519566,1.173769,0.9501684,0.4556104,0.7367649,2
0.2725119,0.276,0.136564,0.01864973,0.3310111,2.864148,0.084,0.444,0.36,0.9705009,0.2861075,0.1485953,0.9689235,7.037765,2.74987,0.1794359,63020,0.7534965,1.327146,0.9363902,0.6967766,0.7465056,2
0.3428158,0.2941177,0.1706435,0.0291192,0.8694811,3.602598,0.1529412,0.5803922,0.427451,0.959937,0.2280458,0.2301957,0.9526311,7.044596,2.825745,0.1681555,9198,0.8812954,1.134693,0.981434,0.7783622,0.7258523,1
0.2292363,0.2078431,0.1448422,0.02097927,0.8838816,3.92861,0.0627451,0.4235294,0.3607843,0.9718989,0.3095368,0.1065996,0.9777173,7.075714,2.736922,0.1791958,155152,0.9742969,1.026381,0.9915767,0.3526779,0.7838929,2
0.2381774,0.2,0.1552295,0.02409621,1.426988,5.065466,0.07450981,0.4784314,0.4039216,0.9635881,0.3077462,0.1316468,0.9771698,6.969744,2.758839,0.1780668,105624,0.9116841,1.096871,0.9746879,0.7087634,0.721939,2
0.1099822,0.03137255,0.1821817,0.03319018,2.566476,9.082604,0.01176471,0.3098039,0.2980392,0.9836751,0.5851625,0.07375278,0.9808387,5.250051,2.40811,0.2620922,133361,0.8321173,1.201754,0.9625686,0.793026,0.8728157,2
0.4790447,0.5060729,0.1939133,0.03760236,-0.1581932,2.152723,0.1902834,0.7246963,0.534413,0.9501755,0.2101765,0.1792278,0.9473833,7.503726,2.641975,0.1979823,27919,0.953038,1.049276,0.9845194,0.5111213,0.7759804,2
